Order ID,Items,Item_Count
OD-000949,"[np.str_('Accessories'), np.str_('Tables'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Furnishings')]",5
OD-000950,"[np.str_('Binders'), np.str_('Phones')]",2
OD-000952,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Tables'), np.str_('Furnishings')]",4
OD-000953,"[np.str_('Paper'), np.str_('Accessories'), np.str_('Chairs')]",3
OD-000954,"[np.str_('Copiers'), np.str_('Machines')]",2
OD-000955,"[np.str_('Paper'), np.str_('Tables'), np.str_('Accessories')]",3
OD-000956,"[np.str_('Storage'), np.str_('Furnishings')]",2
OD-000957,"[np.str_('Copiers'), np.str_('Chairs')]",2
OD-000958,"[np.str_('Phones'), np.str_('Labels'), np.str_('Accessories'), np.str_('Storage')]",4
OD-000959,"[np.str_('Chairs'), np.str_('Machines'), np.str_('Furnishings'), np.str_('Copiers'), np.str_('Storage')]",5
OD-000960,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Phones')]",3
OD-000961,"[np.str_('Supplies'), np.str_('Paper'), np.str_('Binders'), np.str_('Machines')]",4
OD-000962,"[np.str_('Binders'), np.str_('Phones'), np.str_('Furnishings')]",3
OD-000963,"[np.str_('Phones'), np.str_('Paper'), np.str_('Binders'), np.str_('Supplies')]",4
OD-000964,"[np.str_('Accessories'), np.str_('Paper'), np.str_('Phones')]",3
OD-000965,"[np.str_('Bookcases'), np.str_('Paper'), np.str_('Machines'), np.str_('Chairs')]",4
OD-000966,"[np.str_('Accessories'), np.str_('Chairs')]",2
OD-000967,"[np.str_('Copiers'), np.str_('Phones'), np.str_('Machines')]",3
OD-000968,"[np.str_('Chairs'), np.str_('Furnishings')]",2
OD-000969,"[np.str_('Furnishings'), np.str_('Supplies'), np.str_('Chairs')]",3
OD-000970,"[np.str_('Accessories'), np.str_('Bookcases'), np.str_('Tables'), np.str_('Furnishings')]",4
OD-000971,"[np.str_('Accessories'), np.str_('Machines')]",2
OD-000972,"[np.str_('Binders'), np.str_('Phones')]",2
OD-000973,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Supplies')]",3
OD-000974,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Chairs')]",3
OD-000975,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Furnishings')]",3
OD-000976,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Tables'), np.str_('Chairs')]",4
OD-000977,"[np.str_('Copiers'), np.str_('Storage')]",2
OD-000978,"[np.str_('Binders'), np.str_('Tables'), np.str_('Phones'), np.str_('Furnishings')]",4
OD-000979,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Tables')]",3
OD-000980,"[np.str_('Binders'), np.str_('Storage'), np.str_('Accessories')]",3
OD-000981,"[np.str_('Chairs'), np.str_('Machines'), np.str_('Furnishings')]",3
OD-000982,"[np.str_('Chairs'), np.str_('Accessories'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-000983,"[np.str_('Tables'), np.str_('Storage'), np.str_('Accessories')]",3
OD-000984,"[np.str_('Labels'), np.str_('Bookcases'), np.str_('Phones'), np.str_('Chairs')]",4
OD-000986,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Phones'), np.str_('Paper')]",4
OD-000987,"[np.str_('Storage'), np.str_('Furnishings')]",2
OD-000988,"[np.str_('Copiers'), np.str_('Furnishings')]",2
OD-000989,"[np.str_('Copiers'), np.str_('Machines')]",2
OD-000990,"[np.str_('Tables'), np.str_('Chairs')]",2
OD-000991,"[np.str_('Tables'), np.str_('Phones'), np.str_('Accessories')]",3
OD-000992,"[np.str_('Bookcases'), np.str_('Paper'), np.str_('Storage')]",3
OD-000993,"[np.str_('Phones'), np.str_('Bookcases'), np.str_('Tables'), np.str_('Machines'), np.str_('Furnishings')]",5
OD-000994,"[np.str_('Bookcases'), np.str_('Paper')]",2
OD-000995,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Bookcases')]",3
OD-000996,"[np.str_('Labels'), np.str_('Storage')]",2
OD-000997,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-000998,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Supplies')]",3
OD-000999,"[np.str_('Binders'), np.str_('Phones'), np.str_('Supplies'), np.str_('Tables')]",4
OD-001000,"[np.str_('Storage'), np.str_('Furnishings')]",2
OD-001001,"[np.str_('Chairs'), np.str_('Binders'), np.str_('Supplies'), np.str_('Furnishings')]",4
OD-001002,"[np.str_('Labels'), np.str_('Tables'), np.str_('Binders'), np.str_('Machines'), np.str_('Furnishings')]",5
OD-001004,"[np.str_('Copiers'), np.str_('Bookcases'), np.str_('Paper'), np.str_('Tables')]",4
OD-001005,"[np.str_('Bookcases'), np.str_('Paper'), np.str_('Binders'), np.str_('Tables')]",4
OD-001006,"[np.str_('Binders'), np.str_('Labels'), np.str_('Tables'), np.str_('Phones')]",4
OD-001007,"[np.str_('Binders'), np.str_('Phones'), np.str_('Tables')]",3
OD-001008,"[np.str_('Accessories'), np.str_('Furnishings')]",2
OD-001009,"[np.str_('Binders'), np.str_('Storage'), np.str_('Tables')]",3
OD-001010,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Bookcases'), np.str_('Accessories')]",4
OD-001011,"[np.str_('Chairs'), np.str_('Labels'), np.str_('Bookcases'), np.str_('Tables'), np.str_('Machines')]",5
OD-001012,"[np.str_('Accessories'), np.str_('Storage'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-001013,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Phones')]",3
OD-001014,"[np.str_('Tables'), np.str_('Storage'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-001015,"[np.str_('Phones'), np.str_('Labels'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Furnishings')]",5
OD-001016,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Machines'), np.str_('Paper')]",4
OD-001017,"[np.str_('Phones'), np.str_('Bookcases'), np.str_('Storage'), np.str_('Tables')]",4
OD-001018,"[np.str_('Bookcases'), np.str_('Paper'), np.str_('Accessories')]",3
OD-001019,"[np.str_('Tables'), np.str_('Paper'), np.str_('Furnishings')]",3
OD-001020,"[np.str_('Tables'), np.str_('Bookcases'), np.str_('Chairs')]",3
OD-001021,"[np.str_('Labels'), np.str_('Phones'), np.str_('Chairs')]",3
OD-001022,"[np.str_('Binders'), np.str_('Machines')]",2
OD-001023,"[np.str_('Chairs'), np.str_('Copiers'), np.str_('Phones'), np.str_('Furnishings')]",4
OD-001024,"[np.str_('Tables'), np.str_('Bookcases'), np.str_('Machines')]",3
OD-001025,"[np.str_('Binders'), np.str_('Accessories'), np.str_('Tables')]",3
OD-001026,"[np.str_('Binders'), np.str_('Tables'), np.str_('Chairs')]",3
OD-001027,"[np.str_('Phones'), np.str_('Supplies')]",2
OD-001028,"[np.str_('Furnishings'), np.str_('Accessories'), np.str_('Chairs')]",3
OD-001029,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Supplies'), np.str_('Tables')]",4
OD-001030,"[np.str_('Bookcases'), np.str_('Copiers')]",2
OD-001031,"[np.str_('Chairs'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-001032,"[np.str_('Bookcases'), np.str_('Supplies'), np.str_('Machines')]",3
OD-001033,"[np.str_('Chairs'), np.str_('Accessories'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-001034,"[np.str_('Paper'), np.str_('Machines'), np.str_('Chairs')]",3
OD-001035,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Furnishings')]",3
OD-001036,"[np.str_('Furnishings'), np.str_('Chairs')]",2
OD-001037,"[np.str_('Labels'), np.str_('Paper'), np.str_('Machines'), np.str_('Accessories')]",4
OD-001038,"[np.str_('Accessories'), np.str_('Storage')]",2
OD-001039,"[np.str_('Tables'), np.str_('Storage'), np.str_('Machines'), np.str_('Bookcases')]",4
OD-001040,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Tables'), np.str_('Chairs')]",4
OD-001041,"[np.str_('Binders'), np.str_('Accessories'), np.str_('Furnishings')]",3
OD-001042,"[np.str_('Paper'), np.str_('Accessories'), np.str_('Chairs'), np.str_('Machines'), np.str_('Supplies')]",5
OD-001043,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Storage'), np.str_('Accessories')]",4
OD-001044,"[np.str_('Binders'), np.str_('Chairs')]",2
OD-001045,"[np.str_('Labels'), np.str_('Accessories'), np.str_('Chairs'), np.str_('Furnishings')]",4
OD-001046,"[np.str_('Binders'), np.str_('Machines')]",2
OD-001047,"[np.str_('Phones'), np.str_('Binders'), np.str_('Labels'), np.str_('Tables'), np.str_('Machines')]",5
OD-001048,"[np.str_('Binders'), np.str_('Storage'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-001049,"[np.str_('Furnishings'), np.str_('Paper'), np.str_('Copiers'), np.str_('Chairs')]",4
OD-001050,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Chairs')]",3
OD-001051,"[np.str_('Accessories'), np.str_('Tables')]",2
OD-001052,"[np.str_('Bookcases'), np.str_('Copiers'), np.str_('Phones')]",3
OD-001053,"[np.str_('Labels'), np.str_('Tables'), np.str_('Storage'), np.str_('Accessories')]",4
OD-001054,"[np.str_('Phones'), np.str_('Labels'), np.str_('Binders'), np.str_('Furnishings'), np.str_('Copiers')]",5
OD-001055,"[np.str_('Bookcases'), np.str_('Storage'), np.str_('Chairs')]",3
OD-001056,"[np.str_('Furnishings'), np.str_('Paper'), np.str_('Chairs')]",3
OD-001057,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Phones')]",3
OD-001058,"[np.str_('Tables'), np.str_('Storage'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-001059,"[np.str_('Bookcases'), np.str_('Binders'), np.str_('Supplies')]",3
OD-001060,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Phones'), np.str_('Chairs')]",4
OD-001061,"[np.str_('Storage'), np.str_('Chairs')]",2
OD-001062,"[np.str_('Accessories'), np.str_('Machines')]",2
OD-001063,"[np.str_('Labels'), np.str_('Supplies'), np.str_('Phones'), np.str_('Machines')]",4
OD-001064,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Phones'), np.str_('Bookcases')]",4
OD-001065,"[np.str_('Phones'), np.str_('Chairs')]",2
OD-001066,"[np.str_('Machines'), np.str_('Tables'), np.str_('Storage'), np.str_('Supplies')]",4
OD-001067,"[np.str_('Labels'), np.str_('Binders'), np.str_('Machines')]",3
OD-001068,"[np.str_('Chairs'), np.str_('Binders'), np.str_('Storage'), np.str_('Furnishings')]",4
OD-001069,"[np.str_('Chairs'), np.str_('Paper'), np.str_('Copiers'), np.str_('Furnishings')]",4
OD-001070,"[np.str_('Machines'), np.str_('Bookcases'), np.str_('Supplies'), np.str_('Chairs')]",4
OD-001071,"[np.str_('Labels'), np.str_('Storage'), np.str_('Machines')]",3
OD-001072,"[np.str_('Bookcases'), np.str_('Copiers')]",2
OD-001073,"[np.str_('Phones'), np.str_('Tables'), np.str_('Copiers'), np.str_('Storage')]",4
OD-001074,"[np.str_('Paper'), np.str_('Copiers')]",2
OD-001075,"[np.str_('Chairs'), np.str_('Bookcases'), np.str_('Tables'), np.str_('Furnishings')]",4
OD-001076,"[np.str_('Labels'), np.str_('Paper'), np.str_('Phones')]",3
OD-001077,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Machines')]",3
OD-001078,"[np.str_('Accessories'), np.str_('Furnishings')]",2
OD-001079,"[np.str_('Paper'), np.str_('Supplies')]",2
OD-001081,"[np.str_('Copiers'), np.str_('Furnishings')]",2
OD-001082,"[np.str_('Copiers'), np.str_('Machines')]",2
OD-001083,"[np.str_('Supplies'), np.str_('Chairs')]",2
OD-001085,"[np.str_('Paper'), np.str_('Accessories'), np.str_('Furnishings')]",3
OD-001086,"[np.str_('Phones'), np.str_('Binders'), np.str_('Tables'), np.str_('Copiers'), np.str_('Storage')]",5
OD-001087,"[np.str_('Paper'), np.str_('Storage'), np.str_('Supplies'), np.str_('Accessories')]",4
OD-001088,"[np.str_('Phones'), np.str_('Binders'), np.str_('Copiers'), np.str_('Storage')]",4
OD-001089,"[np.str_('Accessories'), np.str_('Chairs')]",2
OD-001090,"[np.str_('Accessories'), np.str_('Machines')]",2
OD-001092,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Supplies')]",3
OD-001093,"[np.str_('Phones'), np.str_('Binders'), np.str_('Storage'), np.str_('Supplies')]",4
OD-001094,"[np.str_('Labels'), np.str_('Tables'), np.str_('Bookcases'), np.str_('Supplies')]",4
OD-001095,"[np.str_('Paper'), np.str_('Accessories'), np.str_('Phones'), np.str_('Machines'), np.str_('Supplies')]",5
OD-001096,"[np.str_('Supplies'), np.str_('Machines'), np.str_('Furnishings')]",3
OD-001097,"[np.str_('Chairs'), np.str_('Labels'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Furnishings')]",5
OD-001098,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Storage'), np.str_('Chairs')]",4
OD-001099,"[np.str_('Phones'), np.str_('Supplies')]",2
OD-001100,"[np.str_('Labels'), np.str_('Phones'), np.str_('Chairs')]",3
OD-001101,"[np.str_('Labels'), np.str_('Paper'), np.str_('Machines'), np.str_('Tables')]",4
OD-001103,"[np.str_('Accessories'), np.str_('Supplies')]",2
OD-001104,"[np.str_('Furnishings'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Chairs')]",4
OD-001105,"[np.str_('Machines'), np.str_('Furnishings')]",2
OD-001106,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Phones')]",3
OD-001107,"[np.str_('Binders'), np.str_('Chairs')]",2
OD-001108,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Tables')]",3
OD-001109,"[np.str_('Tables'), np.str_('Storage')]",2
OD-001110,"[np.str_('Labels'), np.str_('Supplies'), np.str_('Chairs')]",3
OD-001111,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Supplies'), np.str_('Accessories')]",4
OD-001112,"[np.str_('Tables'), np.str_('Paper'), np.str_('Phones'), np.str_('Accessories')]",4
OD-001113,"[np.str_('Tables'), np.str_('Machines')]",2
OD-001114,"[np.str_('Bookcases'), np.str_('Copiers'), np.str_('Tables')]",3
OD-001115,"[np.str_('Phones'), np.str_('Accessories'), np.str_('Storage')]",3
OD-001116,"[np.str_('Binders'), np.str_('Copiers')]",2
OD-001117,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Accessories')]",3
OD-001118,"[np.str_('Labels'), np.str_('Paper'), np.str_('Machines'), np.str_('Chairs')]",4
OD-001119,"[np.str_('Copiers'), np.str_('Machines')]",2
OD-001120,"[np.str_('Labels'), np.str_('Accessories'), np.str_('Chairs')]",3
OD-001121,"[np.str_('Paper'), np.str_('Furnishings')]",2
OD-001122,"[np.str_('Labels'), np.str_('Binders'), np.str_('Accessories')]",3
OD-001123,"[np.str_('Accessories'), np.str_('Storage')]",2
OD-001124,"[np.str_('Labels'), np.str_('Phones'), np.str_('Accessories'), np.str_('Chairs')]",4
OD-001125,"[np.str_('Binders'), np.str_('Supplies'), np.str_('Furnishings')]",3
OD-001126,"[np.str_('Tables'), np.str_('Copiers')]",2
OD-001127,"[np.str_('Bookcases'), np.str_('Storage'), np.str_('Supplies'), np.str_('Accessories')]",4
OD-001128,"[np.str_('Bookcases'), np.str_('Copiers'), np.str_('Phones'), np.str_('Chairs')]",4
OD-001129,"[np.str_('Binders'), np.str_('Bookcases'), np.str_('Accessories'), np.str_('Chairs')]",4
OD-001130,"[np.str_('Phones'), np.str_('Binders'), np.str_('Storage'), np.str_('Machines')]",4
OD-001131,"[np.str_('Phones'), np.str_('Chairs')]",2
OD-001132,"[np.str_('Binders'), np.str_('Chairs')]",2
OD-001135,"[np.str_('Chairs'), np.str_('Binders'), np.str_('Machines'), np.str_('Furnishings'), np.str_('Supplies')]",5
OD-001136,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Furnishings')]",3
OD-001137,"[np.str_('Labels'), np.str_('Binders'), np.str_('Tables')]",3
OD-001138,"[np.str_('Bookcases'), np.str_('Machines')]",2
OD-001139,"[np.str_('Copiers'), np.str_('Furnishings')]",2
OD-001140,"[np.str_('Binders'), np.str_('Chairs')]",2
OD-001141,"[np.str_('Tables'), np.str_('Supplies')]",2
OD-001142,"[np.str_('Tables'), np.str_('Supplies')]",2
OD-001143,"[np.str_('Machines'), np.str_('Chairs')]",2
OD-001144,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Supplies')]",3
OD-001145,"[np.str_('Phones'), np.str_('Bookcases'), np.str_('Storage')]",3
OD-001146,"[np.str_('Accessories'), np.str_('Tables')]",2
OD-001147,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Chairs'), np.str_('Bookcases'), np.str_('Furnishings')]",5
OD-001148,"[np.str_('Tables'), np.str_('Chairs')]",2
OD-001149,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Furnishings')]",3
OD-001150,"[np.str_('Labels'), np.str_('Binders')]",2
OD-001151,"[np.str_('Storage'), np.str_('Machines')]",2
OD-001152,"[np.str_('Accessories'), np.str_('Bookcases'), np.str_('Furnishings'), np.str_('Copiers'), np.str_('Supplies')]",5
OD-001153,"[np.str_('Bookcases'), np.str_('Chairs')]",2
OD-001154,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Chairs')]",3
OD-001155,"[np.str_('Paper'), np.str_('Bookcases'), np.str_('Chairs')]",3
OD-001156,"[np.str_('Bookcases'), np.str_('Chairs')]",2
OD-001157,"[np.str_('Bookcases'), np.str_('Accessories')]",2
OD-001158,"[np.str_('Accessories'), np.str_('Storage')]",2
OD-001159,"[np.str_('Chairs'), np.str_('Tables'), np.str_('Phones'), np.str_('Furnishings')]",4
OD-001160,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Storage')]",3
OD-001161,"[np.str_('Paper'), np.str_('Labels'), np.str_('Binders'), np.str_('Machines'), np.str_('Furnishings')]",5
OD-001162,"[np.str_('Labels'), np.str_('Copiers')]",2
OD-001163,"[np.str_('Accessories'), np.str_('Paper'), np.str_('Chairs')]",3
OD-001164,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Supplies'), np.str_('Chairs')]",4
OD-001165,"[np.str_('Furnishings'), np.str_('Machines'), np.str_('Chairs')]",3
OD-001166,"[np.str_('Labels'), np.str_('Tables'), np.str_('Copiers')]",3
OD-001167,"[np.str_('Labels'), np.str_('Bookcases'), np.str_('Supplies')]",3
OD-001168,"[np.str_('Tables'), np.str_('Binders'), np.str_('Supplies'), np.str_('Furnishings')]",4
OD-001169,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Bookcases')]",3
OD-001170,"[np.str_('Chairs'), np.str_('Labels'), np.str_('Tables'), np.str_('Machines'), np.str_('Supplies')]",5
OD-001171,"[np.str_('Storage'), np.str_('Machines')]",2
OD-001173,"[np.str_('Chairs'), np.str_('Paper'), np.str_('Phones'), np.str_('Furnishings')]",4
OD-001174,"[np.str_('Copiers'), np.str_('Storage')]",2
OD-001175,"[np.str_('Labels'), np.str_('Tables'), np.str_('Storage'), np.str_('Phones')]",4
OD-001176,"[np.str_('Paper'), np.str_('Chairs'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Furnishings')]",5
OD-001177,"[np.str_('Chairs'), np.str_('Binders'), np.str_('Furnishings'), np.str_('Copiers'), np.str_('Supplies')]",5
OD-001178,"[np.str_('Paper'), np.str_('Accessories'), np.str_('Chairs'), np.str_('Furnishings'), np.str_('Copiers')]",5
OD-001179,"[np.str_('Tables'), np.str_('Storage'), np.str_('Bookcases')]",3
OD-001180,"[np.str_('Bookcases'), np.str_('Paper'), np.str_('Furnishings')]",3
OD-001181,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Chairs'), np.str_('Tables'), np.str_('Binders')]",5
OD-001182,"[np.str_('Bookcases'), np.str_('Machines'), np.str_('Chairs')]",3
OD-001183,"[np.str_('Tables'), np.str_('Copiers')]",2
OD-001184,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Bookcases')]",3
OD-001185,"[np.str_('Paper'), np.str_('Phones'), np.str_('Supplies')]",3
OD-001186,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Machines')]",3
OD-001187,"[np.str_('Copiers'), np.str_('Accessories'), np.str_('Paper')]",3
OD-001188,"[np.str_('Bookcases'), np.str_('Paper')]",2
OD-001189,"[np.str_('Bookcases'), np.str_('Copiers'), np.str_('Storage'), np.str_('Furnishings')]",4
OD-001190,"[np.str_('Phones'), np.str_('Bookcases'), np.str_('Binders'), np.str_('Chairs')]",4
OD-001191,"[np.str_('Labels'), np.str_('Tables'), np.str_('Bookcases')]",3
OD-001192,"[np.str_('Copiers'), np.str_('Storage'), np.str_('Chairs')]",3
OD-001193,"[np.str_('Labels'), np.str_('Supplies')]",2
OD-001194,"[np.str_('Labels'), np.str_('Tables'), np.str_('Furnishings')]",3
OD-001195,"[np.str_('Binders'), np.str_('Phones'), np.str_('Machines')]",3
OD-001196,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Tables')]",3
OD-001197,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Chairs'), np.str_('Labels'), np.str_('Copiers')]",5
OD-001198,"[np.str_('Accessories'), np.str_('Machines')]",2
OD-001199,"[np.str_('Labels'), np.str_('Copiers')]",2
OD-001200,"[np.str_('Phones'), np.str_('Binders'), np.str_('Storage')]",3
OD-001201,"[np.str_('Labels'), np.str_('Paper'), np.str_('Chairs')]",3
OD-001202,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Phones'), np.str_('Chairs')]",4
OD-001203,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Phones')]",3
OD-001204,"[np.str_('Copiers'), np.str_('Labels'), np.str_('Paper'), np.str_('Chairs')]",4
OD-001205,"[np.str_('Binders'), np.str_('Phones')]",2
OD-001206,"[np.str_('Storage'), np.str_('Chairs')]",2
OD-001207,"[np.str_('Labels'), np.str_('Tables'), np.str_('Machines'), np.str_('Chairs')]",4
OD-001208,"[np.str_('Furnishings'), np.str_('Chairs')]",2
OD-001209,"[np.str_('Phones'), np.str_('Chairs'), np.str_('Tables'), np.str_('Copiers'), np.str_('Storage')]",5
OD-001210,"[np.str_('Accessories'), np.str_('Binders'), np.str_('Tables'), np.str_('Copiers'), np.str_('Storage')]",5
OD-001211,"[np.str_('Chairs'), np.str_('Bookcases'), np.str_('Binders'), np.str_('Machines'), np.str_('Copiers')]",5
OD-001212,"[np.str_('Binders'), np.str_('Storage'), np.str_('Bookcases'), np.str_('Chairs')]",4
OD-001213,"[np.str_('Copiers'), np.str_('Chairs')]",2
OD-001214,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Binders')]",3
OD-001215,"[np.str_('Chairs'), np.str_('Labels'), np.str_('Copiers'), np.str_('Furnishings')]",4
OD-001216,"[np.str_('Tables'), np.str_('Phones'), np.str_('Supplies')]",3
OD-001217,"[np.str_('Tables'), np.str_('Storage'), np.str_('Chairs')]",3
OD-001219,"[np.str_('Bookcases'), np.str_('Storage'), np.str_('Furnishings')]",3
OD-001220,"[np.str_('Phones'), np.str_('Chairs')]",2
OD-001221,"[np.str_('Labels'), np.str_('Bookcases'), np.str_('Chairs')]",3
OD-001222,"[np.str_('Copiers'), np.str_('Storage'), np.str_('Supplies')]",3
OD-001223,"[np.str_('Bookcases'), np.str_('Storage'), np.str_('Binders'), np.str_('Furnishings')]",4
OD-001224,"[np.str_('Labels'), np.str_('Phones'), np.str_('Accessories')]",3
OD-001225,"[np.str_('Paper'), np.str_('Binders'), np.str_('Supplies')]",3
OD-001226,"[np.str_('Paper'), np.str_('Phones'), np.str_('Chairs'), np.str_('Labels'), np.str_('Binders')]",5
OD-001227,"[np.str_('Labels'), np.str_('Binders'), np.str_('Phones'), np.str_('Chairs')]",4
OD-001228,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-001229,"[np.str_('Labels'), np.str_('Bookcases'), np.str_('Copiers')]",3
OD-001230,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Machines')]",3
OD-001231,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Storage'), np.str_('Machines')]",4
OD-001232,"[np.str_('Binders'), np.str_('Phones'), np.str_('Bookcases'), np.str_('Chairs')]",4
OD-001233,"[np.str_('Machines'), np.str_('Bookcases'), np.str_('Supplies')]",3
OD-001234,"[np.str_('Tables'), np.str_('Furnishings')]",2
OD-001235,"[np.str_('Bookcases'), np.str_('Copiers'), np.str_('Supplies'), np.str_('Paper')]",4
OD-001236,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Storage')]",3
OD-001237,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Chairs'), np.str_('Binders'), np.str_('Supplies')]",5
OD-001238,"[np.str_('Paper'), np.str_('Chairs'), np.str_('Binders'), np.str_('Labels'), np.str_('Storage')]",5
OD-001239,"[np.str_('Paper'), np.str_('Phones'), np.str_('Chairs'), np.str_('Furnishings'), np.str_('Copiers')]",5
OD-001240,"[np.str_('Paper'), np.str_('Phones'), np.str_('Tables')]",3
OD-001241,"[np.str_('Chairs'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Copiers'), np.str_('Storage')]",5
OD-001242,"[np.str_('Labels'), np.str_('Furnishings')]",2
OD-001243,"[np.str_('Phones'), np.str_('Chairs'), np.str_('Binders'), np.str_('Bookcases'), np.str_('Supplies')]",5
OD-001244,"[np.str_('Accessories'), np.str_('Supplies')]",2
OD-001245,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Binders'), np.str_('Tables'), np.str_('Furnishings')]",5
OD-001246,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Phones')]",3
OD-001247,"[np.str_('Bookcases'), np.str_('Paper')]",2
OD-001248,"[np.str_('Binders'), np.str_('Storage'), np.str_('Chairs')]",3
OD-001249,"[np.str_('Tables'), np.str_('Bookcases')]",2
OD-001250,"[np.str_('Labels'), np.str_('Binders')]",2
OD-001251,"[np.str_('Accessories'), np.str_('Chairs'), np.str_('Tables'), np.str_('Machines'), np.str_('Supplies')]",5
OD-001252,"[np.str_('Labels'), np.str_('Supplies'), np.str_('Phones'), np.str_('Machines')]",4
OD-001253,"[np.str_('Bookcases'), np.str_('Accessories'), np.str_('Chairs')]",3
OD-001254,"[np.str_('Storage'), np.str_('Chairs')]",2
OD-001255,"[np.str_('Phones'), np.str_('Binders'), np.str_('Machines'), np.str_('Furnishings'), np.str_('Storage')]",5
OD-001256,"[np.str_('Supplies'), np.str_('Chairs')]",2
OD-001257,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Labels'), np.str_('Machines'), np.str_('Furnishings')]",5
OD-001258,"[np.str_('Binders'), np.str_('Paper'), np.str_('Bookcases')]",3
OD-001259,"[np.str_('Binders'), np.str_('Storage')]",2
OD-001260,"[np.str_('Paper'), np.str_('Supplies'), np.str_('Furnishings')]",3
OD-001261,"[np.str_('Phones'), np.str_('Machines')]",2
OD-001262,"[np.str_('Tables'), np.str_('Binders')]",2
OD-001263,"[np.str_('Copiers'), np.str_('Storage')]",2
OD-001264,"[np.str_('Paper'), np.str_('Accessories')]",2
OD-001265,"[np.str_('Bookcases'), np.str_('Copiers')]",2
OD-001266,"[np.str_('Paper'), np.str_('Machines')]",2
OD-001267,"[np.str_('Tables'), np.str_('Binders')]",2
OD-001268,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Chairs')]",3
OD-001269,"[np.str_('Tables'), np.str_('Phones'), np.str_('Machines'), np.str_('Chairs')]",4
OD-001270,"[np.str_('Accessories'), np.str_('Bookcases')]",2
OD-001271,"[np.str_('Copiers'), np.str_('Supplies')]",2
